quote,author,tags,likes
"I am sorry to have to introduce the subject of Christmas into these articles. It is an indecent subject; a cruel, gluttonous subject; a drunken, disorderly subject; a wasteful, disastrous, subject; a wicked, cadging, lying, filthy, blashphemous, and demoralizing subject. Christmas is forced on a reluctant and disgusted nation by the shopkeepers and the press: on its own merits it would wither and shrivel in the fiery breath of universal hatred; and any one who looked back to it would be turned into a pillar of greasy sausages.",George Bernard Shaw,christmas shaw,2
Christmas seems to say that paradise lost and longed for does not have to be paradise given up on.,Craig D. Lounsbrough,christmas,2
Small unexpected acts of kindness are the building blocks of greatness. Start your day with a smile and see where it takes you ...,Edwin Lionel Flynn,christmas genorosity-gifts kindness qoute santa,2
I find it inspiring to actively choose which traditions to celebrate and also come up with new ideas for traditions of my own.,Sara Sheridan,celebration christmas holidays tradition,1
Real ballplayers pass the stuffing by rolling it up in a ball and batting it across the table with a turkey leg.,Tom Swyers,baseball baseball-quotes christmas christmas-quotes thanksgiving,1
"They shared an image of the American Christmas--riches, reconciliations, tears, snow, success, sentiment, furs and firs, the shop windows shining like Heaven and everything good for sale.",Alice Thomas Ellis,christmas,0
MOLLY: You don't like New Years Eve? Are you insane? It's literally the best holiday ever. You just party all night and it doesn't matter what stupid stuff you do because the year's over and you get a brand new start in the morning.,Hillary DePiano,christmas holiday new-year new-year-s-eve new-years new-years-eve party,0
My uncle Ernie didn't believe in God.At least that's what he said. But he alwaysWent to church on Christmas. Which I thoughtSeriously compromised his atheism.,Eugene H. Peterson,atheism christmas christmas-church-service,0
"The Christmas tree is a symbol of love, not money. There's a kind of glory to them when they're all lit up that exceeds anything all the money in the world could buy.",Andy Rooney,christmas christmas-tree,17
Christmas is a whisper of peace and a sigh of hope on the lips of love.,Richelle E. Goodrich,christmas holidays hope love peace richelle richelle-goodrich,12
"Later in the winter I'd tire of the snow, but Christmas snow was different.",Marie Landry,christmas,6
"One of the hardest things you will ever have to go through is the death of a child. The second hardest thing you will ever have to go through is having a child die at Christmas time. The third hardest thing you will ever have to go through is telling your child that their friend and family member has passed away. The bittersweet moment that pulls you through it all is when your child says, ""Mom don't cry. They're okay because they are with God now and they promise not to leave until they help you get through this.",Shannon L. Alder,angels car-wreck chris-alder christmas death eternal-families faith families-forever family-crisis forever funeral guardian-angels holding-on holidays nephew pain resurection son sorrow spirits supporting-family trajedy unexpected-death we-love-you-chris we-love-you-darin,6
"The best Christmas trees come very close to exceeding nature. If some of our great decorated trees had been grown in a remote forest area with lights that came on every evening as it grew dark, the whole world would come to look at them and marvel at the mystery of their great beauty.",Andy Rooney,christmas christmas-tree,5
"I wonder whether the Christmas feeling has anything to do with the sixth sense. Perhaps we're a little more the angels at Christmas than we are during the rest of the year. And Christmas is about all the other senses. I can smell Christmas, I can taste Christmas, and I can see and hear it.",Jostein Gaarder,christmas philosophy senses,5
"It’s been my experience that most folk who ride trains could care less where they’re going. For them it’s the journey itself and the people they meet along the way. You see, at every stop this train makes, a little bit of America, a little bit of your country, gets on and says hello. That’s why trains are so popular at Christmas. People get on to meet their country over the holidays. They’re looking for some friendship, a warm body to talk to. People don’t rush on a train, because that’s not what trains are for. How do you put a dollar value on that? What accounting line does that go on?",David Baldacci,america christmas trains,4
"I love Christmas. Frosty the Snowman, peace on Earth and mangers, Salvation Army bell ringers and reindeer, the movie 'Meet Me in St. Louis,' office parties and cookies.",Mo Rocca,christmas,4
"The angels heralded the birth of the Savior, John the Baptist heralded the coming of the Savior, and we herald the gospel of the Savior.",Katy Kauffman,christmas gospel jesus-christ salvation,4
"Christmas is God lighting a candle; and you don't light a candle in a room that's already full of sunlight. You light a candle in a room that's so murky that the candle, when lit, reveals just how bad things really are.",N.T. Wright,christmas god jesus light-of-the-world,4
". . to cook well and with imagination you have to be in a cheerful and contented frame of mind, and thus inclined to be generous.",Alice Thomas Ellis,christmas cooking,3
"Van Gogh on Christmas: And now we’re slowly heading towards winter, and many dread it, but Christmas is wonderful, it’s like the moss on the roofs and like the pine and the holly and the ivy in the snow. Isleworth, 10 November 1876",Liesbeth Heenk,christmas christmas-quotes van-gogh,3
"At last the anchor was up, the sails were set, and off we glided. It was a short, cold Christmas; and as the short northern day merged into night, we found ourselves almost broad upon the wintry ocean, whose freezing spray cased us in ice, as in polished armor. The long rows of teeth on the bulwarks glistened in the moonlight; and like the white ivory tusks of some huge elephant, vast curving icicles depended from the bows.",Herman Melville,christmas,2
"Christmas Eve, 1955, Benny Profane, wearing black levis, suede jacket, sneakers and big cowboy hat, happened to pass through Norfolk, Virginia. Given to sentimental impulses, he thought he'd look in on the Sailor's Grave, his old tin can's tavern on East Main Street.",Thomas Pynchon,beginnings christmas,2
"Every night is Christmas Eve on old East Main,Sailors and their sweethearts all agree.Neon signs of red and greenShine upon the friendly scene,Welcoming you in from off the sea.Santa's bag is filled with all your dreams come true:Nickel beers that sparkle like champagne,Barmaids who all love to screw,All of them reminding youIt's Christmas Eve on old East Main.",Thomas Pynchon,beginnings christmas,2
"While all the universe and my family are still sleeping, I will walk among the red and blue twinkle-lights of the living room, to sit and gaze upon the pretty white angel atop the tree and say silent prayers, remembering what was good in the world and why I was brought here to remember.",Carew Papritz,angel christmas quote quotes quotes-by-carew-papritz the-legacy-letters twinkle-lights,1
"Keeping Christ in Christmas"" is like showing up at someone's house every year, insisting on a party they never planned and never agreed to.",Rebecca McKinsey,christ christianity christmas holiday holidays party religion,1
Ma véritable vie est néeAprès que j’ai connu JeannotMaintenant nous mélangeons nosChaussures dans la cheminée✫C’est pour toi que je fais des livresPour toi des pièces et des versJe les voudrais pareils au givreQue la vitre montre à l’envers✫Cette nuit Noël va descendrePour nous réchauffer un peuCar il – comme la salamandrePose ses pieds sur le feu.(Poèmes de Noël de Jean Cocteau pour Jean Marais),Jean Cocteau,christmas noël,1
